date,ville,annee,marque,modele,couleur,km,vin,prix
2026-03-05,Québec,2021,Hyundai,Tucson Urban Edition AWD,Winter,79388,KM8J3CAL0MU368839,20400
2026-03-04,Montréal,2022,Hyundai,Tucson Essential,White,28329,KM8JBCAE7NU132291,21700
2026-03-04,Montréal,2023,Hyundai,Tucson AWD Preferred w/Trend,Ash Blue,51257,KM8JCCAE2PU262396,26000
2026-03-04,Montréal,2023,Hyundai,Tucson Essential,Black,135104,KM8JB3AE7PU211091,16400
2026-02-25,Montréal,2023,Hyundai,Tucson Essential,White,143936,KM8JB3AE9PU211562,16200
2026-02-25,Montréal,2023,Hyundai,Tucson Essential,Black,103717,KM8JB3AE7PU211012,18100
2026-02-25,Montréal,2023,Hyundai,Tucson Essential,Black,111562,KM8JB3AE8PU211035,19000
2026-03-05,Québec,2023,Hyundai,Tucson Preferred,Black,49899,KM8JCCAE0PU197290,26100
2026-03-04,Montréal,2025,Hyundai,Tucson Preferred,Gray,35240,5NMJBCDE2SH532987,29000
2026-03-05,Québec,2022,Hyundai,Venue Preferred,Red,62936,KMHRC8A36NU170235,17300
2026-03-04,Montréal,2023,Hyundai,Venue Preferred,Blue,67687,KMHRC8A36PU258088,15200
2026-03-04,Montréal,2024,Hyundai,Venue 4D Utility Ultimate,Abyss Black,33770,KMHRC8A31RU283886,20400
2026-02-25,Montréal,2024,Hyundai,Venue Preferred,Black,68802,KMHRC8A33RU310165,17000
2026-03-05,Québec,2025,Hyundai,Venue Essential,White,24382,KMHRB8A3XSU344435,20600
2026-03-04,Montréal,2021,Infiniti,QX50 Luxe I-Line AWD,White,46549,3PCAJ5BB7MF126103,20000
2026-02-25,Montréal,2021,Infiniti,QX50 Luxe AWD,Gray,70344,3PCAJ5BB2MF123397,16000
2026-02-25,Montréal,2021,Infiniti,QX50 Luxe AWD,Silver,37934,3PCAJ5BB3MF123859,20400
2026-02-25,Montréal,2021,Infiniti,QX50 Luxe AWD,Silver,39373,3PCAJ5BBXMF123602,24000
2026-02-25,Montréal,2021,Infiniti,QX50 Luxe,Gray,114318,3PCAJ5BB8MF122013,17500
2026-02-25,Montréal,2023,Infiniti,QX55 Essentiel AWD,Gray,42988,3PCAJ5KR7PF104281,29000
2026-03-05,Québec,2017,Infiniti,QX60 AWD 4DR,Silver,197120,5N1DL0MM4HC520245,4500
2026-03-04,Montréal,2023,Infiniti,QX60 Luxe,Gray,56487,5N1DL1FS2PC347437,39250
2026-02-25,Montréal,2020,Jeep,Cherokee Trailhawk,White,36796,1C4PJMBX0LD630188,25600
2026-03-05,Québec,2021,Jeep,Cherokee Trailhawk,White,68228,1C4PJMBX0MD145292,24800
2026-03-04,Montréal,2022,Jeep,Cherokee North,Black,74804,1C4PJMCX2ND537304,20700
2026-03-04,Montréal,2024,Jeep,Compass Limited,White,10927,3C4NJDCN6RT161714,30700
2026-03-04,Montréal,2024,Jeep,Compass Trailhawk,Blue,77865,3C4NJDDN6RT123219,23000
2026-03-04,Montréal,2021,Jeep,Gladiator Black Appearance Crew Cab Short,Gray,71107,1C6HJTAG2ML611334,31500
2026-03-04,Montréal,2023,Jeep,Gladiator Mojave Crew Cab Short Bed,Black,51771,1C6JJTEG8PL500173,45700
2026-03-04,Montréal,2016,Jeep,Grand Cherokee Laredo,Black,319318,1C4RJFAG8GC488948,3100
2026-02-25,Montréal,2022,Jeep,Grand Cherokee L Overland,White,71321,1C4RJKDT1N8502268,39400
2026-02-26,Québec,2022,Jeep,Grand Wagoneer Series I,White,95008,1C4SJVEJ1NS166933,46000
2026-03-04,Montréal,2023,Jeep,Grand Wagoneer Series III,White,54166,1C4SJVGP9PS516426,68400
2026-03-04,Montréal,2024,Jeep,Grand Cherokee L Limited,Black,34813,1C4RJKBGXR8944414,44200
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Silver,63767,1C4RJHBG0RC148285,37600
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Gray,62004,1C4RJHBG4RC205250,37600
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Gray,83600,1C4RJHBG8RC205252,35600
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,White,72997,1C4RJHBG2RC150541,37000
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Gray,68497,1C4RJHBG7RC187262,36900
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,White,77765,1C4RJHBG7RC205260,36300
2026-03-04,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,Gray,38433,1C4JJXP66MW799967,28000
2026-03-04,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,Red,73899,1C4JJXP60MW828864,28800
2026-03-04,Montréal,2021,Jeep,Wrangler Unlimited Rubicon,White,103314,1C4HJXFG3MW504123,32200
2026-03-05,Québec,2021,Jeep,Wrangler Willys,Green,30869,1C4GJXAG8MW831197,31000
2026-03-04,Montréal,2023,Jeep,Wrangler 4XE High Altitude,Silver,47990,1C4JJXP66PW521655,39100
2026-03-04,Montréal,2023,Jeep,Wrangler Sahara,Gray,42976,1C4HJXEG2PW642046,38200
2026-03-04,Montréal,2023,Jeep,Wrangler Willys,Green,46272,1C4HJXDG9PW560445,38400
2026-03-04,Montréal,2024,Jeep,Wrangler Rubicon X,Gray,24785,1C4RJXFG4RW196911,63600
2026-03-04,Montréal,2024,Jeep,Wrangler Sport,Gray,34948,1C4PJXAN5RW123253,33400
2026-03-04,Montréal,2024,Jeep,Wrangler Sport,Green,12846,1C4PJXAN8RW123053,33200
2026-03-05,Québec,2024,Kia,Carnival LX+,Black,121502,KNDNB5H37R6311284,29300
2026-03-04,Montréal,2022,Kia,EV6 Long Range GT-Line 2-4D Utility,Steel Gray,73847,KNDC4DLC2N5041934,26500
2026-03-04,Montréal,2022,Kia,EV6 Long Range GT-Line 2-4D Utility,Yacht Blue,86927,KNDC4DLC6N5040852,26500
2026-03-04,Montréal,2023,Kia,EV6 GT,Red,42899,KNDC5DLE5P5109080,34700
2026-03-04,Montréal,2023,Kia,EV6 Long Range w/GT-Line Pkg,Red,88664,KNDC4DLC8P5127350,31100
2026-03-05,Québec,2024,Kia,EV6 AWD Land,Aurora,39544,KNDC3DLC7R5230250,31800
2026-02-26,Québec,2019,Kia,Forte EX,White,161653,3KPF54AD8KE088777,10400
2026-02-25,Montréal,2020,Kia,Forte LX,Gray,61733,3KPF24ADXLE144700,10800
2026-03-04,Montréal,2024,Kia,Forte EX,Black,31665,3KPF24AD7RE723670,19300
2026-03-04,Montréal,2022,Kia,Niro EV EV EX+-4D Utility,Runway Red,73179,KNDCC3LG5N5160982,18000
2026-02-25,Montréal,2022,Kia,Niro Plug-In Hybrid EX Premium,Blue,85335,KNDCD3LD9N5540734,19600
2026-02-25,Montréal,2022,Kia,Niro Plug-In Hybrid EX,White,116282,KNDCD3LD9N5540636,18200
2026-03-04,Montréal,2025,Kia,Niro EV 4D Utility Wind+ EV,Mineral Green,3058,KNDCR3L10S5138653,29400
2026-03-05,Québec,2025,Kia,Niro Plug-In Hybrid EX PHEV,Runway,5024,KNDCS3LF8S5304191,33000
2026-03-05,Québec,2026,Kia,Niro Plug-In Hybrid EX Premium PHEV,Steel,16276,KNDCS3LFXT5315498,38500
2026-03-05,Québec,2020,Kia,Rio 5-Door EX,Silver,190738,3KPA35AD1LE319218,4000
2026-03-05,Québec,2021,Kia,Seltos 4D Utility AWD SX Turbo,Steel,130030,KNDETCA21M7163302,16600
2026-03-04,Montréal,2021,Kia,Seltos EX,Gray,106188,KNDERCAA5M7065315,10000
2026-03-04,Montréal,2021,Kia,Seltos EX Premium-4D Utility AWD,Snow White,84981,KNDERCAA4M7133958,19300
2026-02-26,Québec,2021,Kia,Seltos LX,Silver,77246,KNDEPCAA7M7198714,16000
2026-03-05,Québec,2023,Kia,Seltos EX Premium 4D Utility AWD,Snow,48523,KNDERCAA3P7441725,21900
2026-03-04,Montréal,2024,Kia,Seltos EX,White,71070,KNDEUCAA6R7662544,23000
2026-03-04,Montréal,2024,Kia,Seltos EX,Gray,65464,KNDEUCAA6R7659353,22250
2026-02-25,Montréal,2024,Kia,Seltos LX,White,23733,KNDEPCAA3R7612370,23900
2026-03-05,Québec,2017,Kia,Sorento 4D Utility AWD LX,Remington,207392,5XYPGDA31HG228489,4200
2026-02-25,Montréal,2017,Kia,Sorento LX Turbo,Gray,103602,5XYPGDA14HG282500,11800
2026-03-04,Montréal,2018,Kia,Sorento LX V6,Gray,168959,5XYPGDA52JG379784,7200
2026-03-04,Montréal,2021,Kia,Sorento LX+,Black,147550,5XYRGDLC7MG067419,15200
2026-02-25,Montréal,2022,Kia,Sorento LX+,Gray,146232,5XYRGDLC7NG081516,18500
2026-03-04,Montréal,2025,Kia,Sorento EX,White,30426,5XYRHDJF8SG380213,38500
2026-03-05,Québec,2022,Kia,Soul EV EV Premium 5D Hatchback,Black,56475,KNDJ23A27N7028280,14300
2026-03-05,Québec,2022,Kia,Soul EX Premium 5D Hatchback,Snow,26906,KNDJ33AU4N7826072,17400
2026-03-04,Montréal,2022,Kia,Soul EX Premium-5D Hatchback AT,Gravity Gray,58630,KNDJ33AU1N7824814,17200
2026-02-26,Québec,2016,Kia,Sportage EX,Blue,0,,7800
2026-03-05,Québec,2020,Kia,Sportage LX,Black,125355,KNDPM3ACXL7672799,13400
2026-03-05,Québec,2022,Kia,Sportage EX S,Other,69828,KNDPNCAC1N7024090,20000
2026-03-04,Montréal,2022,Kia,Sportage EX S-4D Utility AWD,Snow White,42944,KNDPNCAC6N7019631,20300
2026-03-05,Québec,2022,Kia,Sportage SX 4D Utility AWD,Black,80071,KNDPRCA65N7024155,21500
2026-03-05,Québec,2023,Kia,Sportage EX,Gray,81595,KNDPVCAFXP7165270,24800
2026-03-05,Québec,2023,Kia,Sportage LX 4D Utility AWD,Vesta,58837,KNDPUCAFXP7129999,23600
2026-03-04,Montréal,2023,Kia,Sportage X-Line-4D Utility AWD,Fusion Black,49167,KNDPUCAF1P7141281,26000
2026-03-04,Montréal,2025,Kia,Sportage X-Line,Gray,42296,KNDPUCDF7S7395811,30750
2026-03-04,Montréal,2025,Kia,Sportage X-Line,Black,36809,KNDPUCDF0S7395066,31000
2026-03-04,Montréal,2022,Kia,Telluride Nightsky-4D Utility AWD,Glacier White,95489,5XYP5DHC7NG246177,33200
2026-03-04,Montréal,2022,Kia,Telluride SX-4D Utility AWD,Ebony Black,99432,5XYP5DHC6NG238698,34000
2026-03-04,Montréal,2023,Kia,Telluride EX-4D Utility AWD,Ebony Black,52005,5XYP3DGC8PG351921,39700
2026-03-04,Montréal,2023,Kia,Telluride EX-4D Utility AWD,Gravity Gray,46122,5XYP3DGC1PG352053,40200
2026-03-04,Montréal,2023,Kia,Telluride EX-4D Utility AWD,Dark Moss,35781,5XYP3DGC6PG342120,40000
2026-02-26,Québec,2023,Kia,Telluride SX,Wolf Gray,57688,5XYP5DGC1PG351883,42200
2026-03-04,Montréal,2023,Kia,Telluride SX Limited-4D Utility AWD,Dark Moss,33054,5XYP5DGC0PG360557,44200
2026-03-04,Montréal,2023,Kia,Telluride SX-4D Utility AWD,Glacier White,35534,5XYP5DGC9PG351436,42700
2026-03-04,Montréal,2023,Kia,Telluride SX-4D Utility AWD,Wolf Gray,92054,5XYP5DGC4PG351294,37000
2026-03-04,Montréal,2023,Kia,Telluride SX-4D Utility AWD,Dawning Blue,42464,5XYP5DGC4PG351487,42900
2026-03-05,Québec,2023,Kia,Telluride X-Line 4D Utility AWD,Midnight,37322,5XYP5DGC0PG351339,47000
2026-03-04,Montréal,2023,Kia,Telluride X-Line 4D Utility AWD,Midnight,60416,5XYP5DGCXPG342082,44600
2026-03-04,Montréal,2023,Kia,Telluride X-Line-4D Utility AWD,Midnight,58607,5XYP5DGC0PG351907,44500
2026-03-04,Montréal,2023,Kia,Telluride X-Line-4D Utility AWD,Ebony Black,51938,5XYP5DGCXPG360615,44400
2026-03-04,Montréal,2023,Kia,Telluride X-Line-4D Utility AWD,Wolf Gray,39567,5XYP5DGC0PG361093,46700
2026-03-05,Québec,2023,Kia,Telluride X-Pro 4D Utility AWD,Glacier,73179,5XYP5DGC9PG342414,42400
2026-03-04,Montréal,2023,Kia,Telluride X-Pro-4D Utility AWD,Ebony Black,65446,5XYP5DGCXPG342065,44300
2026-03-04,Montréal,2024,Kia,Telluride 4D Utility AWD SX,Ebony Black,67233,5XYP5DGC5RG466909,39100
2026-03-04,Montréal,2021,Land,Rover Defender X-Dynamic SE,Silver,65200,SALE27RU1M2048172,54600
2026-03-04,Montréal,2024,Land,Rover Defender X-Dynamic SE,Gray,27865,SALE27EU1R2268442,75000
2026-03-04,Montréal,2025,Land,Rover Range Rover Sport Dynamic HSE,Black,38297,SAL1M9FU2SA457793,106600
2026-02-25,Montréal,2025,Land,Rover Range Rover SE,White,26298,SALKP9E94SA259838,151250
2026-03-04,Montréal,2022,Land Rover,Defender XS Edition,Gray,44767,SALEW7RU0N2101482,62250
2026-03-04,Montréal,2020,Lexus,IS IS 300,Black,91111,JTHD81F29L5041130,26700
2026-03-05,Québec,2021,Lexus,NX 300,White,62979,JTJAARDZ3M5021526,30200
2026-03-04,Montréal,2024,Lexus,RZ 450e Premium,White,30373,JTJAAAAB6RA023665,39000
2026-03-04,Montréal,2024,Lexus,TX TX 350,White,26533,5TDAAAB66RS003973,60000
2026-03-04,Montréal,2026,Lexus,TX 350,White,27,5TDAAAB6XTS059745,80100
2026-02-25,Montréal,2021,Lincoln,Navigator Reserve,Black,70887,5LMJ U2LT7MEL21151,56800
2026-03-04,Montréal,2021,Maserati,Levante S Granlusso,White,80386,ZN661YUL0MX363646,39400
2026-03-04,Montréal,2019,Mazda,CX-3 GS,White,121749,JM1DKDC70K0423689,13200
2026-03-05,Québec,2019,Mazda,CX-3 GS,Blue,123827,JM1DKFC74K0439468,12000
2026-03-04,Montréal,2019,Mazda,CX-3 GX,White,56790,JM1DKDB73K1409037,17000
2026-02-25,Montréal,2020,Mazda,CX-3 GS,Gray,219590,JM1DKFC72L1472366,9000
2026-03-05,Québec,2021,Mazda,CX-30 GS,Red,32109,3MVDMBCL0MM275716,20300
2026-03-05,Québec,2023,Mazda,CX-30 GT w/Turbo,Black,44835,3MVDMBDY9PM549512,28400
2026-02-26,Québec,2013,Mazda,CX-5 GT,White,256476,JM3KE4DE4D0111431,5000
2026-03-05,Québec,2013,Mazda,CX-5 GX,Blue,155124,JM3KE4BE9D0144170,6600
2026-03-05,Québec,2016,Mazda,CX-5 GT,Red,134174,JM3KE4DY6G0654505,11800
2026-03-04,Montréal,2019,Mazda,CX-5 GS,Blue,71375,JM3KFBCM7K0515976,21000
2026-02-25,Montréal,2019,Mazda,CX-5 GS,Red,59818,JM3KFBCM4K0688905,20700
2026-03-04,Montréal,2019,Mazda,CX-5 Signature,Grey,98512,JM3KFBEY0K0559771,20200
2026-02-26,Québec,2021,Mazda,CX-5 GS,Red,65262,JM3KFBCM9M0114674,22300
2026-03-04,Montréal,2022,Mazda,CX-5 GS,Gray,36187,JM3KFBCM5N0643699,26500
2026-02-25,Montréal,2023,Mazda,CX-5 2.5 S Premium Package,Gray,49944,JM3KFBDM5P0187883,27100
2026-02-25,Montréal,2023,Mazda,CX-5 GS,Black,59584,JM3KFBCM2P0154986,28600
2026-03-04,Montréal,2023,Mazda,CX-5 GT,White,55783,JM3KFBDM7P0248327,28800
2026-02-25,Montréal,2023,Mazda,CX-5 GT,Red,51779,JM3KFBDM3P0144515,25000
2026-02-25,Montréal,2023,Mazda,CX-5 Sport Design,Gray,18018,JM3KFBDM1P0228980,32300
2026-03-04,Montréal,2024,Mazda,CX-5 GS AWD,Black,39443,JM3KFBCM1R0351215,30300
2026-02-26,Québec,2024,Mazda,CX-50 GT W/Turbo,Gray,47931,7MMVABDY1RN156143,35500
2026-02-26,Québec,2022,Mazda,CX-9 GS-L,Gray,91681,JM3TCBCYXN0610830,25300
2026-03-04,Montréal,2022,Mazda,CX-9 Signature,Silver,96708,JM3TCBEY9N0617314,29700
2026-02-25,Montréal,2022,Mazda,CX-9 Signature,Black,79762,JM3TCBEY1N0609563,29800
2026-03-04,Montréal,2025,Mazda,CX-90 PHEV GS-L,White,19267,JM3KKCHA2S1218091,45000
2026-02-25,Montréal,2015,Mazda,Mazda3 i Sport,Gray,107725,3MZBM1U73FM133476,7500
2026-03-05,Québec,2018,Mazda,Mazda3 Sport GS,White,81076,JM1BN1L70J1179984,14000
2026-03-04,Montréal,2018,Mazda,Mazda3 Sport GT,Black,132154,3MZBN1M31JM255868,12500
2026-02-25,Montréal,2021,Mazda,Mazda3 GT,Red,136252,JM1BPADL4M1323028,15600
2026-03-04,Montréal,2023,Mazda,Mazda3 GT w/Turbo,Blue,30510,3MZBPBDY8PM358371,28300
2026-03-04,Montréal,2023,Mazda,Mazda3 Sport GT,Black,70884,JM1BPBMM4P1609965,24900
2026-02-25,Montréal,2022,Mazda,MX-30 EV GS,Blue,67923,JM1DRACB4N0100376,12500
2026-03-04,Montréal,2022,Mazda,MX-30 EV GS,Black,21911,JM1DRACB0N0100472,12200
2026-03-04,Montréal,2019,Mazda,MX-5 RF GS-P,White,60320,JM1NDAL77K0307497,21600
2026-03-04,Montréal,2018,Mercedes-Benz,AMG GT AMG GT,Silver,16043,WDDYK7HA8JA014068,93500
2026-03-04,Montréal,2022,Mercedes-Benz,AMG GT AMG GT 53,Black,81120,W1K7X6BB8NA047022,81250
2026-03-04,Montréal,2010,Mercedes-Benz,B-Class B 200,Silver,143641,WDDFH3DB5AJ581254,1000
2026-03-04,Montréal,2016,Mercedes-Benz,C-Class C 300,Blue,165258,55SWF4KB9GU167000,9800
2026-03-04,Montréal,2020,Mercedes-Benz,C-Class AMG C 43,Blue,114319,55SWF6EB8LU332472,30900
2026-03-04,Montréal,2022,Mercedes-Benz,CLA CLA 250,White,25735,W1K5J4HBXNN282339,32400
2026-03-04,Montréal,2019,Mercedes-Benz,CLS AMG CLS 53,Gray,76592,WDD2J6BB1KA018775,48200
2026-03-05,Québec,2023,Mercedes-Benz,E-Class E 450,Gray,48633,W1KZF5KB1PB132013,54500
2026-03-04,Montréal,2024,Mercedes-Benz,G-Class AMG G 63,Black,25262,W1NYC7HJXRX514094,235000
2026-03-04,Montréal,2016,Mercedes-Benz,GLA GLA 250,Black,151924,WDCTG4GB3GJ252962,11600
2026-03-04,Montréal,2018,Mercedes-Benz,GLC GLC 300,Brown,56714,WDC0G4KBXJV018747,21400
2026-03-04,Montréal,2019,Mercedes-Benz,GLC GLC 300,White,94450,WDC0G4KB1KV181577,23200
2026-03-05,Québec,2020,Mercedes-Benz,GLC 300,White,151101,W1N0J8EB5LF799841,29100
2026-03-05,Québec,2021,Mercedes-Benz,GLC 300,Black,125589,W1N0G8EB8MV275721,24700
2026-02-25,Montréal,2021,Mercedes-Benz,GLE AMG GLE 53,Black,109316,4JGFD6BB2MA263554,67000
2026-03-04,Montréal,2024,Mercedes-Benz,GLE AMG GLE 53,Gray,10335,4JGFD6BB6RB003871,110000
2026-03-04,Montréal,2024,Mercedes-Benz,GLE GLE 350,Black,26926,4JGFB4FE9RA993807,65750
2026-03-04,Montréal,2017,Mercedes-Benz,S-Class AMG S 63,White,67525,WDDXK7JB2HA028864,78500
2026-03-05,Québec,2019,Mini,Convertible Cooper,Red,78980,WMWWG5C51K3E22760,19800
2026-03-04,Montréal,2025,Mini,Countryman Cooper S,Green,13986,WMZ23GA06S7S43894,38400
2026-03-05,Québec,2017,Mitsubishi,Outlander SE,Brown,198641,JA4JZ3AXXHZ600288,1800
2026-02-25,Montréal,2022,Mitsubishi,Outlander ES,White,75654,JA4J4TA95NZ617728,19600
2026-03-04,Montréal,2022,Mitsubishi,Outlander SE,Silver,80986,JA4J4UA83NZ614123,25800
2026-03-04,Montréal,2023,Mitsubishi,Outlander GT Premium,White,51652,JA4J4VA82PZ616664,32100
2026-02-26,Québec,2023,Mitsubishi,Outlander PHEV GT,Red,69055,JA4T5VA93PZ614114,32800
2026-03-04,Montréal,2024,Mitsubishi,Outlander GT,Black,85306,JA4T5WA95RZ607416,32500
2026-03-04,Montréal,2024,Mitsubishi,Outlander Plug-In Hybrid SEL,Black,58330,JA4T5VA95RZ613677,36700
2026-03-04,Montréal,2025,Mitsubishi,Outlander ES,Gray,15681,JA4J4UA86SZ615018,29200
2026-02-25,Montréal,2022,Mitsubishi,RVR SE,Gray,72340,JA4AJVAWXNU602612,17250
2026-02-25,Montréal,2023,Mitsubishi,RVR ES,Gray,25722,JA4AJUAU3PU607260,16800
2026-03-04,Montréal,2024,Mitsubishi,RVR ES,Black,11762,JA4AJUAU8RU601375,19600
2026-03-04,Montréal,2024,Mitsubishi,RVR SE,Black,41004,JA4AJVAW6RU602046,21500
2026-03-04,Montréal,2021,Nissan,Altima 2.5 SE,Gray,96183,1N4BL4BW3MN345644,17000
2026-03-04,Montréal,2022,Nissan,Altima 2.5 SE,Gray,163744,1N4BL4BWXNN334769,7600
2026-03-04,Montréal,2022,Nissan,Frontier SV Crew Cab Std Bed,Blue,147873,1N6ED1FK6NN639712,22500
2026-03-05,Québec,2023,Nissan,Frontier Pro-4X Crew Cab Short Bed,Gray,45986,1N6ED1EKXPN626935,44500
2026-03-04,Montréal,2015,Nissan,Juke SV,Red,86647,JN8AF5MRXFT504611,4100
2026-03-04,Montréal,2020,Nissan,Kicks SV,White,156788,3N1CP5CV1LL480881,7600
2026-02-25,Montréal,2021,Nissan,Kicks SR Premium,Blue,62343,3N1CP5DV4ML523657,14000
2026-03-04,Montréal,2021,Nissan,Kicks SV,Gray,19067,3N1CP5CV9ML524871,16000
2026-02-25,Montréal,2022,Nissan,Kicks S,White,85422,3N1CP5BV6NL501941,11400
2026-03-05,Québec,2022,Nissan,Kicks SV,Black,32760,3N1CP5CV1NL477689,17600
2026-02-26,Québec,2024,Nissan,Kicks S,Blue,22789,3N1CP5BV7RL515918,17600
2026-02-26,Québec,2024,Nissan,Kicks S,Blue,11329,3N1CP5BV8RL514910,18500
2026-02-26,Québec,2024,Nissan,Kicks S,Gray,15839,3N1CP5BV5RL524973,18300
2026-02-26,Québec,2024,Nissan,Kicks S,White,8556,3N1CP5BVXRL541638,18100
2026-03-04,Montréal,2024,Nissan,Kicks S,White,10125,3N1CP5BVXRL589401,17800
2026-03-05,Québec,2024,Nissan,Kicks S,Black,14929,3N1CP5BV3RL542999,18200
2026-03-04,Montréal,2024,Nissan,Kicks S,Black,33751,3N1CP5BV4RL518744,17000
2026-03-04,Montréal,2024,Nissan,Kicks S,Black,27739,3N1CP5BV5RL495250,15400
2026-03-04,Montréal,2024,Nissan,Kicks S,Gray,83149,3N1CP5BV6RL493622,15000
2026-03-04,Montréal,2024,Nissan,Kicks S,White,18729,3N1CP5BV0RL521706,17600
2026-02-25,Montréal,2024,Nissan,Kicks S,Black,262823,3N1CP5BV8RL512347,16600
2026-02-25,Montréal,2024,Nissan,Kicks S,White,7446,3N1CP5BV9RL572797,16600
2026-02-25,Montréal,2024,Nissan,Kicks S,Gray,15500,3N1CP5BV2RL506687,18200
2026-02-26,Québec,2024,Nissan,Kicks SR,White,15907,3N1CP5DV1RL562813,21000
2026-02-26,Québec,2024,Nissan,Kicks SR,Blue,26843,3N1CP5DV2RL521154,21400
2026-03-04,Montréal,2024,Nissan,Kicks SR Premium,Blue,12791,3N1CP5DV6RL565156,20400
2026-02-25,Montréal,2024,Nissan,Kicks SR Premium,Black,18952,3N1CP5DV4RL492322,19800
2026-03-04,Montréal,2024,Nissan,Kicks SV,Blue,6300,3N1CP5CVXRL541413,19200
2026-03-04,Montréal,2024,Nissan,Kicks SV,Gray,11597,3N1CP5CV7RL523435,19000
2026-03-04,Montréal,2024,Nissan,Kicks SV,Black,27618,3N1CP5CV0RL518920,17800
2026-03-05,Québec,2024,Nissan,Kicks SV,Black,20594,3N1CP5CV9RL529074,19700
2026-03-05,Québec,2024,Nissan,Kicks SV,Black,28246,3N1CP5CV6RL522681,18600
2026-03-04,Montréal,2024,Nissan,Kicks SV,Blue,23264,3N1CP5CV9RL512114,18600
2026-03-04,Montréal,2024,Nissan,Kicks SV,White,11111,3N1CP5CV8RL517255,19700
2026-03-04,Montréal,2024,Nissan,Kicks SV,Gray,17434,3N1CP5CV3RL519401,19000
2026-03-04,Montréal,2024,Nissan,Kicks SV,White,6648,3N1CP5CV1RL517257,19800
2026-03-04,Montréal,2024,Nissan,Kicks SV,Gray,7367,3N1CP5CV7RL540381,19800
2026-03-04,Montréal,2024,Nissan,Kicks SV,Blue,19000,3N1CP5CV6RL518761,18600
2026-03-04,Montréal,2024,Nissan,Kicks SV,Black,30637,3N1CP5CV8RL510144,17800
2026-03-05,Québec,2024,Nissan,Kicks SV Special Edition,Black,14343,3N1CP5CV7RL496933,21200
2026-02-25,Montréal,2024,Nissan,Kicks SV,Black,23264,3N1CP5CV7RL529123,17800
2026-02-25,Montréal,2024,Nissan,Kicks SV Special Edition,Gray,17624,3N1CP5CV5RL484666,18800
2026-02-25,Montréal,2024,Nissan,Kicks SV,Gray,9472,3N1CP5CV2RL540272,19600
2026-02-25,Montréal,2024,Nissan,Kicks SV,Red,26387,3N1CP5CV8RL527381,18600
2026-02-25,Montréal,2024,Nissan,Kicks SV,Gray,11560,3N1CP5CV2RL503108,19500
2026-02-25,Montréal,2024,Nissan,Kicks SV,White,28027,3N1CP5CV4RL574469,18700
2026-03-04,Montréal,2025,Nissan,Kicks Play SV,Black,23560,3N1CP5CV6SL490675,21700
2026-03-04,Montréal,2025,Nissan,Kicks SR Premium AWD,Gray,7912,3N8AP6DD1SL359559,29250
2026-02-25,Montréal,2022,Nissan,Leaf SV Plus 62KWH,Gray,27740,1N4BZ1CV3NC551904,18000
2026-02-25,Montréal,2023,Nissan,Leaf SV Plus 60KWH,White,61732,1N4CZ1CV2PC553778,18100
2026-03-04,Montréal,2025,Nissan,Leaf SV 40 KWh,Blue,9525,1N4AZ1CV9SC563143,23200
2026-03-05,Québec,2018,Nissan,Micra S,Black,114950,3N1CK3CP7JL282128,7400
2026-03-04,Montréal,2018,Nissan,Micra SR,Blue,156186,3N1CK3CP6JL253218,3900
2026-02-26,Québec,2019,Nissan,Micra S,Black,98051,3N1CK3CP6KL234914,10300
2026-02-26,Québec,2019,Nissan,Micra S,Red,71727,3N1CK3CP7KL235358,9000
2026-03-05,Québec,2017,Nissan,Murano Platinum,Black,62716,5N1AZ2MH0HN202014,15100
2026-03-05,Québec,2019,Nissan,Murano S,White,75763,5N1AZ2MS7KN104424,19900
2026-03-04,Montréal,2020,Nissan,Murano SV,White,115048,5N1AZ2BS8LN166418,10800
2026-03-04,Montréal,2020,Nissan,Murano SV AWD,Black,111804,5N1AZ2BS3LN158047,15400
2026-02-25,Montréal,2020,Nissan,Murano SV,Black,128566,5N1AZ2BS0LN102776,11500
2026-02-25,Montréal,2021,Nissan,Murano Platinum AWD,Blue,109816,5N1AZ2DSXMC113701,21800
2026-02-25,Montréal,2022,Nissan,Murano SL AWD,White,33973,5N1AZ2CS6NC115674,30000
2026-02-25,Montréal,2025,Nissan,Murano Platinum,White,9251,5N1AZ3DT6SC113495,55100
2026-02-25,Montréal,2021,Nissan,NV200 Compact Cargo S,White,129720,3N6CM0KN0MK704009,11200
2026-02-26,Québec,2016,Nissan,Pathfinder SL,Black,136317,5N1AR2MMXGC668394,4200
2026-03-04,Montréal,2022,Nissan,Pathfinder S,Black,120572,5N1DR3AC1NC240712,22900
2026-03-04,Montréal,2024,Nissan,Pathfinder Rock Creek 4WD,White,38455,5N1DR3BE2RC211208,40000
2026-03-04,Montréal,2024,Nissan,Pathfinder SV 4WD,Blue,14475,5N1DR3BE9RC225932,37250
