date,ville,annee,marque,modele,couleur,km,vin,prix
2026-04-09,Québec,2024,Infiniti,Qx50 Sport Awd,GRAY,26347,3PCAJ5FB0RF110701,33600
2026-04-15,Montréal,2022,Infiniti,Qx55,BLACK,83324,3PCAJ5K33NF110149,23600
2026-03-11,Montréal,2022,Infiniti,QX55 Essential AWD,BLACK,86711,3PCAJ5K30NF115499,22750
2026-03-18,Montréal,2022,Infiniti,QX55 Sensory,Black,175440,3PCAJ5L34NF107694,16200
2026-04-15,Montréal,2023,Infiniti,Qx55,BLACK,47384,3PCAJ5JR6PF117993,29700
2026-04-01,Montréal,2023,Infiniti,Qx55 Essential Awd,RED,80069,3PCAJ5KR5PF112573,26000
2026-02-25,Montréal,2023,Infiniti,QX55 Essentiel AWD,Gray,42988,3PCAJ5KR7PF104281,29000
2026-04-01,Montréal,2016,Infiniti,Qx60 Awd 4Dr,Black,208584,5N1AL0MM2GC523548,1900
2026-03-05,Québec,2017,Infiniti,QX60 AWD 4DR,Silver,197120,5N1DL0MM4HC520245,4500
2026-04-15,Montréal,2019,Infiniti,Qx60,Gray,89261,5N1DL0MM8KC517520,17200
2026-03-11,Montréal,2022,Infiniti,QX60 Luxe,Tan,99997,5N1DL1FS1NC332618,31900
2026-03-18,Montréal,2022,Infiniti,QX60 Sensory AWD,WHITE,58867,5N1DL1GSXNC331160,34000
2026-04-15,Montréal,2023,Infiniti,Qx60,GRAY,73415,5N1DL1FS8PC358264,35300
2026-04-15,Montréal,2023,Infiniti,Qx60,SILVER,73150,5N1DL1FS9PC371461,33600
2026-04-01,Montréal,2023,Infiniti,Qx60 Autograph Awd,BLACK,115155,5N1DL1HU5PC357975,38400
2026-03-04,Montréal,2023,Infiniti,QX60 Luxe,Gray,56487,5N1DL1FS2PC347437,39250
2026-04-01,Montréal,2023,Infiniti,Qx60 Luxe Awd,BLACK,50447,5N1DL1FS9PC357981,39000
2026-04-15,Montréal,2024,Infiniti,Qx60,BLACK,28615,5N1DL1FS8RC331827,43200
2026-04-15,Montréal,2024,Infiniti,Qx60,WHITE,39596,5N1DL1FS4RC338905,41600
2026-03-18,Montréal,2024,Infiniti,QX60 Luxe AWD,WHITE,40547,5N1DL1FS3RC346025,42500
2026-04-08,Montréal,2024,Infiniti,Qx60 Luxe Awd,BLACK,19063,5N1DL1FS2RC344542,44750
2026-04-08,Montréal,2024,Infiniti,Qx60 Luxe Awd,GRAY,63060,5N1DL1FS5RC334359,40000
2026-03-11,Montréal,2024,Infiniti,QX60 Pure AWD,GRAY,8647,5N1DL1ES0RC348655,39250
2026-03-11,Montréal,2024,Infiniti,QX60 Pure AWD,BLUE,32963,5N1DL1ES2RC330383,39500
2026-03-18,Montréal,2024,Infiniti,QX60 Pure AWD,GRAY,28189,5N1DL1ES8RC330470,40250
2026-04-01,Montréal,2024,Infiniti,Qx60 Pure Awd,BLACK,34127,5N1DL1ES5RC340826,40600
2026-04-01,Montréal,2024,Infiniti,Qx60 Pure Awd,BLUE,33289,5N1DL1ES3RC331459,39800
2026-04-08,Montréal,2016,Infiniti,Qx70 Sport,Black,115842,JN8CS1MW9GM750399,10900
2026-04-08,Montréal,2016,Infiniti,Qx80 4Wd 4Dr 7-Passenger,Blue,138962,JN8AZ2NE3G9126938,7400
2026-03-26,Québec,2024,Infiniti,Qx80 Luxe,Black,117789,JN8AZ2AC1R9500759,37500
2026-04-01,Montréal,2015,Isuzu,Npr Ibt Pwl Regular Cab - Chassis Be,WHITE,103524,54DB4W1B7FS802375,9600
2026-04-15,Montréal,2016,Isuzu,Npr Gas Reg,WHITE,83587,54DB4W1BXGS803103,10000
2026-03-18,Montréal,2018,Isuzu,NRR Cube,White,322243,JALE5W168J7302897,8100
2026-03-18,Montréal,2017,Jaguar,F-Pace 35T R-Sport,Gray,159321,SADCL2BVXHA062508,11700
2026-04-01,Montréal,2020,Jaguar,F-Pace Premium,Gray,194824,SADCJ2FX2LA641485,9200
2026-04-01,Montréal,2021,Jaguar,F-Pace P250 S,Black,76799,SADCJ2EX9MA682358,27400
2026-04-08,Montréal,2023,Jaguar,F-Pace Svr,Black,49921,SADCZ2EE5PA704609,62800
2026-04-15,Montréal,2021,Jaguar,F-Type,Black,34573,SAJDD1GX5MCK73570,43500
2026-03-25,Montréal,2012,Jaguar,Xf Portfolio W/Sport Pkg,Green,107622,SAJXA0HB8CLS40175,3600
2026-03-25,Montréal,2014,Jeep,Cherokee Trailhawk,,121522,NOVIN-90E7CE0985,4500
2026-04-09,Québec,2015,Jeep,Cherokee North,Red,71265,1C4PJMCS1FW520715,12900
2026-04-08,Montréal,2016,Jeep,Cherokee Overland,White,332675,1C4PJMJS4GW345722,2800
2026-04-01,Montréal,2016,Jeep,Cherokee Trailhawk,Black,187799,1C4PJMBS9GW354284,7300
2026-04-01,Montréal,2019,Jeep,Cherokee Limited,Black,152254,1C4PJMDX2KD197243,8300
2026-03-18,Montréal,2019,Jeep,Cherokee Trailhawk Elite,Black,76954,1C4PJMBN5KD276987,16200
2026-04-01,Montréal,2019,Jeep,Cherokee Trailhawk Elite,White,123005,1C4PJMBX2KD225707,11200
2026-02-25,Montréal,2020,Jeep,Cherokee Trailhawk,White,36796,1C4PJMBX0LD630188,25600
2026-03-11,Montréal,2020,Jeep,Cherokee Trailhawk,White,72768,1C4PJMBX1LD644438,23300
2026-04-08,Montréal,2020,Jeep,Cherokee Trailhawk,Blue,108557,1C4PJMBX8LD639351,20800
2026-04-09,Québec,2020,Jeep,Cherokee Trailhawk,Black,45692,1C4PJMBN2LD601063,23000
2026-04-15,Montréal,2021,Jeep,Cherokee,Green,84176,1C4PJMBX1MD172047,24400
2026-03-05,Québec,2021,Jeep,Cherokee Trailhawk,White,68228,1C4PJMBX0MD145292,24800
2026-03-11,Montréal,2021,Jeep,Cherokee Trailhawk,Blue,52184,1C4PJMBXXMD140102,25000
2026-04-09,Québec,2021,Jeep,Cherokee Trailhawk,Black,134414,1C4PJMBX9MD127700,18800
2026-03-04,Montréal,2022,Jeep,Cherokee North,Black,74804,1C4PJMCX2ND537304,20700
2026-04-09,Québec,2022,Jeep,Cherokee Sport,White,100502,1C4PJMABXND533105,18500
2026-03-11,Montréal,2018,Jeep,Compass Limited,Black,132946,3C4NJDCB1JT401150,9900
2026-03-25,Montréal,2018,Jeep,Compass Limited,,99646,NOVIN-F4E94281FA,10800
2026-04-08,Montréal,2019,Jeep,Compass Limited,Black,157270,3C4NJDCB2KT728349,7400
2026-03-18,Montréal,2021,Jeep,Compass Trailhawk,Black,35034,3C4NJDDB6MT569255,22000
2026-04-15,Montréal,2024,Jeep,Compass,White,44565,3C4NJDDN8RT138160,25000
2026-03-04,Montréal,2024,Jeep,Compass Limited,White,10927,3C4NJDCN6RT161714,30700
2026-04-09,Québec,2024,Jeep,Compass Sport,Gray,95560,3C4NJDANXRT597954,17500
2026-03-04,Montréal,2024,Jeep,Compass Trailhawk,Blue,77865,3C4NJDDN6RT123219,23000
2026-03-11,Montréal,2024,Jeep,Compass Trailhawk,Black,74372,3C4NJDDN3RT123243,23000
2026-03-18,Montréal,2024,Jeep,Compass Trailhawk,Silver,83589,3C4NJDDN9RT587461,21500
2026-03-18,Montréal,2024,Jeep,Compass Trailhawk,Black,61066,3C4NJDDNXRT123241,23700
2026-03-25,Montréal,2024,Jeep,Compass Trailhawk,White,80766,3C4NJDDN5RT123230,21600
2026-04-15,Montréal,2020,Jeep,Gladiator,GRAY,65244,1C6HJTFG5LL144143,30200
2026-03-04,Montréal,2021,Jeep,Gladiator Black Appearance Crew Cab Short,Gray,71107,1C6HJTAG2ML611334,31500
2026-04-08,Montréal,2021,Jeep,Gladiator High Altitude Crew Cab Short Bed,Black,87506,1C6JJTFM4ML536409,34400
2026-03-18,Montréal,2021,Jeep,Gladiator Mojave Crew Cab Short Bed,BLACK,93468,1C6JJTEGXML607835,35000
2026-03-12,Québec,2021,Jeep,Gladiator Overland Crew Cab Short Bed,Gray,155526,1C6HJTFGXML591729,23300
2026-03-12,Québec,2021,Jeep,Gladiator Sport S Crew Cab Short Bed,BLUE,119751,1C6HJTAG8ML508046,23500
2026-03-19,Québec,2021,Jeep,Gladiator Willys Crew Cab Short Bed,BLUE,87218,1C6HJTAG9ML616658,34000
2026-03-11,Montréal,2022,Jeep,Gladiator Rubicon Crew Cab Short Bed,BLACK,57777,1C6JJTBG0NL167422,40000
2026-03-18,Montréal,2022,Jeep,Gladiator Rubicon Crew Cab Short Bed,RED,76775,1C6JJTBM7NL108938,40000
2026-04-15,Montréal,2023,Jeep,Gladiator,Gray,7637,1C6JJTFM8PL549796,49900
2026-03-04,Montréal,2023,Jeep,Gladiator Mojave Crew Cab Short Bed,Black,51771,1C6JJTEG8PL500173,45700
2026-03-25,Montréal,2023,Jeep,Gladiator Mojave Crew Cab Short Bed,RED,41761,1C6JJTEG3PL562662,48400
2026-04-01,Montréal,2008,Jeep,Grand Cherokee Laredo,Black,246826,1J8HR48M68C240955,1200
2026-04-08,Montréal,2012,Jeep,Grand Cherokee Overland,White,270347,1C4RJFCT4CC106287,2500
2026-03-19,Québec,2013,Jeep,Grand Cherokee Laredo,White,152724,1C4RJFAG3DC583817,5700
2026-03-26,Québec,2014,Jeep,Grand Cherokee Overland,Black,199860,1C4RJFCM7EC366923,4800
2026-03-04,Montréal,2016,Jeep,Grand Cherokee Laredo,Black,319318,1C4RJFAG8GC488948,3100
2026-03-11,Montréal,2017,Jeep,Grand Cherokee SRT,Black,138363,1C4RJFDJ4HC855577,37600
2026-03-25,Montréal,2018,Jeep,Grand Cherokee Srt,Black,122136,1C4RJFDJ2JC499412,39400
2026-03-25,Montréal,2018,Jeep,Grand Cherokee Trackhawk,Red,48595,1C4RJFN97JC318180,95250
2026-04-09,Québec,2020,Jeep,Grand Cherokee Altitude,Gray,107176,1C4RJFAG3LC189426,22000
2026-03-11,Montréal,2021,Jeep,Grand Cherokee SRT,Gray,56290,1C4RJFDJ9MC577575,72750
2026-03-19,Québec,2021,Jeep,Grand Cherokee Altitude,Black,174928,1C4RJFAG1MC706594,14600
2026-03-25,Montréal,2021,Jeep,Grand Cherokee Altitude,Black,81314,1C4RJFAG1MC866894,24700
2026-04-01,Montréal,2021,Jeep,Grand Cherokee Altitude,Gray,132095,1C4RJFAG8MC532832,13500
2026-02-25,Montréal,2022,Jeep,Grand Cherokee L Overland,White,71321,1C4RJKDT1N8502268,39400
2026-04-08,Montréal,2022,Jeep,Grand Cherokee L Overland,Black,109425,1C4RJKDT0N8502262,33000
2026-02-26,Québec,2022,Jeep,Grand Wagoneer Series I,White,95008,1C4SJVEJ1NS166933,46000
2026-03-26,Québec,2022,Jeep,Grand Wagoneer Series Iii,White,57680,1C4SJVGJ6NS197530,58000
2026-03-25,Montréal,2023,Jeep,Grand Cherokee Overland,Red,59242,1C4RJHDG9PC526811,43400
2026-04-01,Montréal,2023,Jeep,Grand Cherokee L Laredo,Silver,64651,1C4RJKAG0P8895111,32200
2026-04-01,Montréal,2023,Jeep,Grand Cherokee Limited,Red,95130,1C4RJHBG1PC514803,32000
2026-03-04,Montréal,2023,Jeep,Grand Wagoneer Series III,White,54166,1C4SJVGP9PS516426,68400
2026-03-04,Montréal,2024,Jeep,Grand Cherokee L Limited,Black,34813,1C4RJKBGXR8944414,44200
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Silver,63767,1C4RJHBG0RC148285,37600
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Gray,62004,1C4RJHBG4RC205250,37600
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Gray,83600,1C4RJHBG8RC205252,35600
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,White,72997,1C4RJHBG2RC150541,37000
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,Gray,68497,1C4RJHBG7RC187262,36900
2026-03-04,Montréal,2024,Jeep,Grand Cherokee Limited,White,77765,1C4RJHBG7RC205260,36300
2026-03-25,Montréal,2024,Jeep,Grand Cherokee Limited,Black,29417,1C4RJHBG3RC706226,42000
2026-03-25,Montréal,2024,Jeep,Grand Cherokee L Limited,Black,79973,1C4RJKBG0R8577555,38000
2026-03-25,Montréal,2024,Jeep,Grand Cherokee L Limited,White,60455,1C4RJKBG1R8577550,36000
2026-04-08,Montréal,2024,Jeep,Grand Cherokee Limited,Black,34370,1C4RJHBG4RC127844,42600
2026-04-08,Montréal,2024,Jeep,Grand Cherokee Limited,Black,28215,1C4RJHBG9R8949624,44200
2026-04-08,Montréal,2024,Jeep,Grand Cherokee L Limited,Gray,86231,1C4RJKBG7R8547789,37900
2026-04-08,Montréal,2024,Jeep,Grand Cherokee Limited,White,84701,1C4RJHBG8RC205266,35500
2026-04-09,Québec,2014,Jeep,Patriot North,White,121905,1C4NJRAB4ED773111,3700
2026-03-11,Montréal,2022,Jeep,Wagoneer Series II,BLACK,107858,1C4SJVBT6NS151088,40200
2026-04-02,Québec,2024,Jeep,Wagoneer S,Blue,7078,3C4RJNAK0RT178363,47800
2026-03-26,Québec,2009,Jeep,Wrangler Unlimited Sahara,Green,156964,1J4GA59119L703097,5500
2026-03-18,Montréal,2018,Jeep,Wrangler Unlimited Sahara,White,189859,1C4HJXEG5JW173946,11800
2026-03-11,Montréal,2019,Jeep,Wrangler Unlimited Sahara,Black,103931,1C4HJXEG8KW556782,24000
2026-04-01,Montréal,2020,Jeep,Wrangler Unlimited Sahara,Gray,51114,1C4HJXEN4LW175267,30800
2026-04-09,Québec,2020,Jeep,Wrangler Unlimited Sahara,Black,92597,1C4HJXENXLW348144,28200
2026-04-15,Montréal,2021,Jeep,Wrangler,GREEN,55191,1C4HJXEG8MW841288,35600
2026-04-15,Montréal,2021,Jeep,Wrangler,Red,115394,1C4HJXEN9MW746737,27000
2026-04-15,Montréal,2021,Jeep,Wrangler,BLACK,61245,1C4HJXEGXMW647023,35200
2026-04-15,Montréal,2021,Jeep,Wrangler,Gray,106545,1C4HJXEN3MW752582,27600
2026-04-15,Montréal,2021,Jeep,Wrangler,Gray,92126,1C4HJXEN0MW692258,30000
2026-03-04,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,Gray,38433,1C4JJXP66MW799967,28000
2026-03-04,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,Red,73899,1C4JJXP60MW828864,28800
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,77145,1C4JJXP60MW812499,27800
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Rubicon,GRAY,55095,1C4JJXR60MW777346,32800
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,85649,1C4JJXP60MW684443,27600
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,63225,1C4JJXP6XMW857952,30000
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,50392,1C4JJXP67MW828862,29000
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GREEN,42374,1C4JJXP66MW867636,30600
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,WHITE,64858,1C4JJXP60MW812471,30200
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited High Altitude,GRAY,47610,1C4JJXP66MW807713,31000
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,WHITE,64642,1C4JJXP65MW777362,30200
2026-03-11,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,110014,1C4JJXP60MW821221,25800
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,159812,1C4JJXP68MW736630,23400
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,70375,1C4JJXP69MW777297,28200
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,72149,1C4JJXP65MW684440,29800
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,68228,1C4JJXP63MW858327,29500
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GREEN,73372,1C4JJXP60MW830341,29200
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Rubicon,WHITE,72990,1C4JJXR69MW777359,31200
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,48993,1C4JJXP64MW777367,32400
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited High Altitude,BLACK,67324,1C4JJXP61MW867589,32000
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Rubicon,RED,62787,1C4JJXR66MW859257,31900
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,128255,1C4JJXP68MW686196,25000
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,41409,1C4JJXP64MW871071,31900
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,84220,1C4JJXP67MW828859,28100
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,RED,68948,1C4JJXP60MW782047,29400
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,116238,1C4JJXP66MW858340,25000
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,62231,1C4JJXP62MW871067,30100
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Rubicon,GRAY,61528,1C4JJXR68MW629395,29700
2026-03-18,Montréal,2021,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,57481,1C4JJXP67MW857956,30000
2026-03-12,Québec,2021,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,72994,1C4JJXP62MW867665,31200
2026-03-25,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Sahara,BLACK,96561,1C4JJXP68MW857982,29000
2026-03-25,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Sahara,WHITE,87918,1C4JJXP65MW777278,31600
2026-04-01,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Sahara,GRAY,52690,1C4JJXP66MW828853,28600
2026-04-08,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Rubicon,Gray,54816,1C4JJXR61MW867623,29600
2026-04-08,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Sahara,Gray,62691,1C4JJXP66MW857978,28100
2026-04-08,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Rubicon,Gray,72904,1C4JJXR62MW867680,30200
2026-04-08,Montréal,2021,Jeep,Wrangler 4Xe Unlimited Rubicon,BLACK,105173,1C4JJXR60MW870402,28800
2026-04-15,Montréal,2021,Jeep,Wrangler 4Xe,RED,95798,1C4JJXP65MW857955,25200
2026-04-15,Montréal,2021,Jeep,Wrangler 4Xe,BLACK,67154,1C4JJXP64MW867604,31000
2026-04-08,Montréal,2021,Jeep,Wrangler Rubicon,Yellow,50823,1C4HJXCNXMW722532,33000
2026-04-01,Montréal,2021,Jeep,Wrangler Sport S,Black,15100,1C4GJXAN1MW871247,30100
2026-03-04,Montréal,2021,Jeep,Wrangler Unlimited Rubicon,White,103314,1C4HJXFG3MW504123,32200
2026-03-11,Montréal,2021,Jeep,Wrangler Unlimited Sahara,BLACK,58646,1C4HJXEG6MW871633,31000
2026-03-11,Montréal,2021,Jeep,Wrangler Unlimited Sahara,Gray,40915,1C4HJXEN3MW871555,34400
2026-03-11,Montréal,2021,Jeep,Wrangler Unlimited High Altitude,GRAY,63898,1C4HJXEG0MW815185,36500
2026-03-11,Montréal,2021,Jeep,Wrangler Unlimited Sahara,Black,61321,1C4HJXEN6MW866284,31800
2026-03-11,Montréal,2021,Jeep,Wrangler Unlimited Sahara,RED,54871,1C4HJXEG8MW871018,31100
2026-03-18,Montréal,2021,Jeep,Wrangler Unlimited High Altitude,BLACK,75451,1C4HJXEG9MW831367,36000
2026-03-19,Québec,2021,Jeep,Wrangler Unlimited Sahara,Red,69339,1C4HJXEM9MW823159,32500
2026-03-25,Montréal,2021,Jeep,Wrangler Unlimited Sahara,GRAY,74918,1C4HJXEG4MW865104,33400
2026-03-25,Montréal,2021,Jeep,Wrangler Unlimited Sahara,White,36652,1C4HJXEN3MW823361,36600
2026-04-08,Montréal,2021,Jeep,Wrangler Unlimited Sahara,Gray,68659,1C4HJXEG9MW866636,34400
2026-04-09,Québec,2021,Jeep,Wrangler Unlimited Altitude,Red,46403,1C4HJXEN8MW567833,34000
2026-03-05,Québec,2021,Jeep,Wrangler Willys,Green,30869,1C4GJXAG8MW831197,31000
2026-04-15,Montréal,2022,Jeep,Wrangler,Black,49845,1C4HJXEN5NW268821,33900
2026-04-15,Montréal,2022,Jeep,Wrangler,RED,50230,1C4HJXDG2NW179730,29400
2026-03-11,Montréal,2022,Jeep,Wrangler 4XE Unlimited Rubicon,GRAY,68377,1C4JJXR6XNW218064,34800
2026-03-11,Montréal,2022,Jeep,Wrangler 4XE Unlimited Rubicon,GRAY,46197,1C4JJXR69NW150159,38200
2026-03-18,Montréal,2022,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,73906,1C4JJXP66NW138411,31100
2026-03-12,Québec,2022,Jeep,Wrangler 4XE Unlimited Sahara,BLACK,86792,1C4JJXP60NW119613,32000
2026-03-12,Québec,2022,Jeep,Wrangler 4XE Unlimited Sahara,GRAY,42325,1C4JJXP68NW146591,34200
2026-03-25,Montréal,2022,Jeep,Wrangler 4Xe Unlimited Rubicon,BLACK,101884,1C4JJXR69NW259723,35000
2026-03-25,Montréal,2022,Jeep,Wrangler 4Xe Unlimited Sahara,GREEN,45077,1C4JJXP61NW172434,34800
2026-04-08,Montréal,2022,Jeep,Wrangler 4Xe Unlimited Sahara,White,58470,1C4JJXP64NW138326,32200
2026-04-15,Montréal,2022,Jeep,Wrangler 4Xe,WHITE,63005,1C4JJXP67NW119544,31400
2026-04-15,Montréal,2022,Jeep,Wrangler 4Xe,BLACK,64226,1C4JJXP68NW119519,34400
2026-03-11,Montréal,2022,Jeep,Wrangler Unlimited Sahara Altitude,RED,54486,1C4HJXEN3NW269868,35000
2026-03-18,Montréal,2022,Jeep,Wrangler Unlimited Sahara,GRAY,83269,1C4HJXEG9NW104327,30400
2026-04-01,Montréal,2022,Jeep,Wrangler Unlimited Rubicon,Black,48117,1C4JJXFM7NW121424,45500
2026-04-01,Montréal,2022,Jeep,Wrangler Unlimited Rubicon,BLACK,63399,1C4HJXFG9NW250855,41800
2026-03-18,Montréal,2022,Jeep,Wrangler Willys,Silver,24871,1C4GJXAN9NW258021,33600
2026-04-15,Montréal,2023,Jeep,Wrangler,BLACK,30302,1C4HJXAG0PW611805,31800
2026-04-15,Montréal,2023,Jeep,Wrangler,WHITE,58066,1C4HJXEG1PW587704,48000
2026-04-15,Montréal,2023,Jeep,Wrangler,GRAY,49179,1C4HJXFG6PW614264,43600
2026-04-15,Montréal,2023,Jeep,Wrangler,BLACK,29632,1C4HJXEG9PW632002,49400
2026-03-04,Montréal,2023,Jeep,Wrangler 4XE High Altitude,Silver,47990,1C4JJXP66PW521655,39100
2026-04-02,Québec,2023,Jeep,Wrangler 4Xe,Green,60994,1C4JJXP65PW521680,36000
2026-04-08,Montréal,2023,Jeep,Wrangler 4Xe Sahara,Red,61356,1C4JJXP65PW598100,36800
2026-03-18,Montréal,2023,Jeep,Wrangler Rubicon,GRAY,42951,1C4HJXFG7PW590573,42800
2026-03-18,Montréal,2023,Jeep,Wrangler Rubicon,Gray,72122,1C4HJXFG0PW542221,41400
2026-03-18,Montréal,2023,Jeep,Wrangler Rubicon,Gray,69572,1C4HJXFN9PW693721,38400
2026-03-18,Montréal,2023,Jeep,Wrangler Rubicon,GREEN,44111,1C4HJXFG5PW574100,42000
2026-03-19,Québec,2023,Jeep,Wrangler Rubicon,YELLOW,48197,1C4JJXFG9PW503094,47200
2026-04-01,Montréal,2023,Jeep,Wrangler Rubicon,BLUE,59138,1C4JJXFG9PW542753,42600
2026-04-08,Montréal,2023,Jeep,Wrangler Rubicon,Gray,21102,1C4HJXFN5PW590635,46400
2026-03-04,Montréal,2023,Jeep,Wrangler Sahara,Gray,42976,1C4HJXEG2PW642046,38200
2026-03-18,Montréal,2023,Jeep,Wrangler Sahara,SILVER,60558,1C4HJXEG9PW606838,38400
2026-03-18,Montréal,2023,Jeep,Wrangler Sahara,GRAY,42133,1C4HJXEG2PW574315,39200
2026-03-25,Montréal,2023,Jeep,Wrangler Sahara,GRAY,15233,1C4HJXEG2PW543050,44200
2026-04-01,Montréal,2023,Jeep,Wrangler Sahara,Yellow,66572,1C4HJXEG1PW595365,38000
2026-04-08,Montréal,2023,Jeep,Wrangler Sahara,Gray,43843,1C4HJXEG6PW573765,37800
2026-03-18,Montréal,2023,Jeep,Wrangler Sport Altitude,Gray,63374,1C4HJXDN7PW574844,30400
2026-03-04,Montréal,2023,Jeep,Wrangler Willys,Green,46272,1C4HJXDG9PW560445,38400
2026-03-11,Montréal,2023,Jeep,Wrangler Willys,BLUE,36398,1C4HJXDG4PW571479,37200
2026-03-25,Montréal,2023,Jeep,Wrangler Willys,Black,65877,1C4HJXDN4PW559797,34200
2026-04-08,Montréal,2023,Jeep,Wrangler Willys,Gray,73935,1C4HJXDG3PW589438,36400
2026-04-15,Montréal,2024,Jeep,Wrangler,Gray,50917,1C4RJXFG5RW199591,59400
2026-04-02,Québec,2024,Jeep,Wrangler 4Xe,Gray,18787,1C4RJXN60RW240427,36800
2026-04-08,Montréal,2024,Jeep,Wrangler 4Xe Willys,Gray,20762,1C4RJXN62RW131662,41250
2026-04-15,Montréal,2024,Jeep,Wrangler 4Xe,Silver,29033,1C4RJXR61RW157406,47900
2026-03-04,Montréal,2024,Jeep,Wrangler Rubicon X,Gray,24785,1C4RJXFG4RW196911,63600
2026-03-11,Montréal,2024,Jeep,Wrangler Rubicon,Green,38907,1C4RJXFG8RW134119,54000
2026-03-11,Montréal,2024,Jeep,Wrangler Rubicon,Blue,32397,1C4PJXFG1RW164845,47200
2026-03-18,Montréal,2024,Jeep,Wrangler Rubicon,Black,48116,1C4PJXFG7RW132174,49000
2026-03-18,Montréal,2024,Jeep,Wrangler Rubicon,Gray,26590,1C4PJXFG0RW245903,49400
2026-04-09,Québec,2024,Jeep,Wrangler Sahara,Black,8178,1C4PJXENXRW158865,44100
2026-03-04,Montréal,2024,Jeep,Wrangler Sport,Gray,34948,1C4PJXAN5RW123253,33400
2026-03-04,Montréal,2024,Jeep,Wrangler Sport,Green,12846,1C4PJXAN8RW123053,33200
2026-03-18,Montréal,2024,Jeep,Wrangler Sport S,Black,14741,1C4PJXDN7RW151566,36000
2026-03-18,Montréal,2024,Jeep,Wrangler Sport,Gray,24870,1C4PJXAN0RW140591,30800
2026-03-18,Montréal,2024,Jeep,Wrangler Sport,Black,31519,1C4PJXDN5RW181259,34600
2026-03-18,Montréal,2024,Jeep,Wrangler Sport S,Black,48661,1C4PJXDN7RW158856,36600
2026-03-18,Montréal,2024,Jeep,Wrangler Sport S,Gray,56408,1C4PJXDN2RW164855,32400
2026-03-25,Montréal,2024,Jeep,Wrangler Sport S,Gray,14264,1C4PJXDNXRW165204,39600
2026-03-25,Montréal,2024,Jeep,Wrangler Sport S,Gray,12043,1C4PJXDN7RW165158,37600
2026-03-25,Montréal,2024,Jeep,Wrangler Sport S,Silver,47734,1C4PJXDN5RW158855,40000
2026-03-25,Montréal,2024,Jeep,Wrangler Sport,Silver,20190,1C4PJXAG4RW254031,35200
2026-03-25,Montréal,2024,Jeep,Wrangler Sport S,Black,29028,1C4PJXAN6RW158853,36000
